주소,간이약도,관리자,Tel,위도lon,경도lat
"경기도 수원시 영통구 웰빙타운로 130 광교파크자이더테라스 (이의동, 광교파크자이더테라스)","8909동 5,6라인",임현자,031-216-8501,37.3104451049,127.0379250687
서울특별시 강동구 양재대로 지하 1572  (명일동),지하1층 대합실,김희철,63115501,37.5457301226,127.1429691478
서울특별시 강동구 양재대로 지하 1369  (둔촌동),지하1층 대합실,서울도시철도관리공단,0263115541,37.5281359913,127.1363739058
인천광역시 중구 공항로 271 인천국제공항 (운서동),제2여객터미널 3층 C 체크인카운터,최미애,032-741-5738,37.4669664129,126.4338413385
울산광역시 동구 대송로 140  (화정동),민원실 내,하정우,052-209-4228,35.4958671116,129.422584595
부산광역시 사상구 광장로97번길 6  (괘법동),괘법동행정복지센터 내,강혜진,051-310-3101,35.1637577066,128.9871953724
부산광역시 사상구 사상로 22  (주례동),주례1동주민센터 내,이평길,051-310-3141,35.1517000519,128.99792708
전라북도 정읍시 용흥1길 78-6  (상평동),국민체육센터,이현승,,35.5618527988,126.8388569565
대전광역시 유성구 엑스포로 107 2층 (도룡동),2층 로비,송종석,042-250-1300,36.3749852662,127.3916905816
경기도 화성시 봉담읍 식골길 14,중앙현관(숙직실 옆),최은주,07051452288,37.2199473445,126.9725535443
경기도 수원시 권선구 고현로 12 고현초등학교 (고색동),고현초등학교 1층 중앙현관 부근 돌봄교실 옆,손수미,010-8938-4138,37.2491420407,126.9881425256
대구광역시 수성구 지산로 12  (지산동),1층 중앙현관,신혜진,053-232-3788,35.8220314327,128.6327637109
경기도 부천시 부천로136번길 27  (원미동),원미1동 행정복지센터 민원실 1층,조후상,010-7731-0063,37.4966281633,126.7870257588
"경기도 오산시 현충로 107-30  (오산동, 오산 센트럴 푸르지오)",관리소 출입구 ,안준우,01023605206,37.1608075937,127.0820770271
대구광역시 달서구 새동네로 27 후관 1층 보건실 앞 (용산동),후관 1층 보건실 앞,최은심,053-234-3290,35.8532903374,128.5187149025
서울특별시 동대문구 왕산로 214 롯데마트청량리점 (전농동),4층 고객만족센터,이강민,010-3333-5577,37.5806068671,127.0483276943
부산광역시 사하구 을숙도대로 610 롯데마트 사하점 (장림동),후문 도와센터 앞,조주영,010-9878-1171,35.0847834663,128.9723098657
대전광역시 서구 청사로 189,3동 1층 고객지원센터,이명수,070-4056-7024,36.3626828973,127.3849035456
대전광역시 중구 보문로337번길 33 은행선화동 행정복지센터 (선화동),은행선화동 행정복지센터 입구 오른편,이혜영,010-3862-9613,36.3324014345,127.4166665154
제주특별자치도 제주시 추자면 추자로 553-10,중앙현관,고은희,064-742-8421,33.9452716958,126.3258420235
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩카지노,상하이번드(식당) 입구,문현철,010-3692-0644,33.3049739532,126.3163541637
"경기도 평택시 용죽2로 24 관리사무소 (용이동, 평택비전센트럴 푸르지오)",관리사무소 내,이용일,0316571362,36.9942635548,127.1211525127
경기도 안산시 상록구 광덕대로 70 호수공원 야외수영장 관리사무소 (사동),호수공원 야외수영장 관리사무소,김한성,031-8085-7481,37.3021099492,126.8300757073
"경기도 김포시 청송로 20  (장기동, 청송마을현대아파트)",관리동 1층 경로당 옆,심민기,031-997-3390,37.6485363435,126.6686100621
대구광역시 수성구 명덕로 443-2  (수성동3가),행정복지센터 1층 로비,남승모,053-666-3694,35.854766849,128.6190093493
부산광역시 동구 고관로 74  (초량동),2층 로비 E/V실 옆 벽면,김병수,051-460-8570,35.1255792169,129.0446651020
경기도 용인시 처인구 백옥대로 1103  (김량장동),중앙공용주차장 관리실 옆,정병근,031-335-6581,37.2341564445,127.2086563096
대구광역시 동구 공항로 221  (지저동),여객청사 1층 국내선 도착장 앞,태현철,053-980-5312,35.8998894524,128.6375558335
부산광역시 사상구 사상로333번길 17  (덕포동),덕포2동행정복지센터 내,이미경,051-310-3081,35.1744536439,128.9829689539
"강원도 강릉시 회산로383번길 37 힐스테이트강릉아파트 (회산동, 힐스테이트강릉아파트)",관리사무소내,최상원,010-8388-0306,37.7416008534,128.8652224409
경기도 군포시 오금로 114 금정중학교 (금정동),중앙현관,문미향,0316884119,37.3566313663,126.9390479524
광주광역시 남구 회서로 37  (주월동),남구통합거점경로당,황정택,0626725080,35.1301737441,126.8953516969
전라북도 고창군 흥덕면 선운대로 3759 흥덕파출소,흥덕파출소,은기수,562-6112,35.5211923614,126.7019856148
전라북도 고창군 해리면 해리중앙로 49,해리파출소,전현주,563-6112,35.4569144876,126.5418808691
인천광역시 부평구 길주로 623  (삼산동),지하1층 고객서비스센터 앞,안전환경담당자,010-7477-1041,37.5075656294,126.7322109374
전라북도 남원시 금동로 50 금동 (금동),남원시노인복지관,정수진,063-625-9988,35.4030139040,127.3728241578
인천광역시 중구 공항로 271 인천국제공항공사 (운서동),제1여객터미널 3층 12번 탑승구 앞,최미애,032-741-5738,37.4476627995,126.4496385956
인천광역시 중구 공항로 271 인천국제공항공사 (운서동),탑승동 2층 109번 탑승교,최미애,032-741-5738,37.4550833445,126.4438955221
인천광역시 중구 공항로 271 인천국제공항공사 (운서동),탑승동 2층 119번 탑승교,최미애,032-741-5738,37.4560384134,126.4453577360
인천광역시 중구 공항로 271 인천국제공항공사 (운서동),탑승동 3층 125번 탑승구,최미애,032-741-5738,37.4548787315,126.4436311701
광주광역시 광산구 첨단중앙로 23  (월계동),수영장 연습풀,시설관리자,062-460-2021,35.2086099739,126.8421980686
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩카지노,환전소앞,문현철,010-3692-0644,33.3049739532,126.3163541637
경상남도 남해군 남해읍 선소로 6,치매안심센터 3층,김명진,055-860-8700,34.8447501433,127.8987862523
"대구광역시 북구 동변로 24 유니버시아드 선수촌2단지 (동변동, 유니버시아드선수촌)",유니버시아드선수촌2단지 정문 경비실 내,허남수,01075542153,35.9162327366,128.6025410919
서울특별시 강동구 고덕로 지하 253  (고덕동),지하1층 대합실,김광현,63115520,37.5550470464,127.1539511120
인천광역시 부평구 원적로 391  (산곡동),인천북부교육문화센터 지하1층 로비,주임,0323308352,37.5046795103,126.7090732555
"경기도 시흥시 배곧1로 27-16 관리사무소 (정왕동, 한라비발디캠퍼스2차)",관리사무소,정찬고,031-499-9802,37.3612043326,126.7145919523
경상북도 울진군 울진읍 현내항길 92-13,울진국민체육센타 지하1층로비,이도영,010-4429-6331,36.9907478405,129.4075828058
경기도 안양시 동안구 평촌대로 389 보조축구장 (비산동),안양종합운동장 보조축구장,한경림,031-389-5234,37.4044452385,126.9487988234
"서울특별시 중랑구 신내로19길 42  (신내동, 신내6단지신내아파트)",611동엘리베이터 앞,박재명,010-8717-1202,37.6141021239,127.0910356091
"서울특별시 중랑구 신내로19길 42  (신내동, 신내6단지신내아파트)",612동엘리베이터 앞,박재명,010-8717-1202,37.6141021239,127.0910356091
"서울특별시 중랑구 신내로19길 42  (신내동, 신내6단지신내아파트)",616동엘리베이터 앞,박재명,010-8717-1202,37.6141021239,127.0910356091
경상북도 포항시 북구 학전로 53 관리사무소 입구 (학산동),관리사무소 로비,손충호,010-2521-2243,36.0572157569,129.3731640902
"경상북도 포항시 북구 대곡로 7 관리동 (두호동, 창포1차아이파크)",관리동 입구,서철수,054-256-7400,36.0638688732,129.3727425626
충청북도 충주시 수안보면 수회리로 138 경찰학교내에서 운용중인 구급차,경찰학교 내에서 운용중인 구급차,중앙경찰학교,870-2114,36.8782698353,127.9819571828
세종특별자치시 세종시 세종특별자치시 금남면 국실길 20,국곡리 마을회관,원유빈,044-301-5514,36.4289630224,127.270221905
전라북도 고창군 고창읍 전봉준로 90,치매안심센터,유춘,01036834014,35.4438580254,126.6827451829
인천광역시 미추홀구 인주대로 138 인천보훈병원 3층 재활의학과앞 (용현동),인천보훈병원 3층 재활의학과앞,박순아,010-9031-9833,37.4557028394,126.6526043685
인천광역시 미추홀구 인주대로 138 인천보훈병원 4층 우편함옆 (용현동),인천보훈병원 4층 우편함옆,박순아,010-9031-9833,37.4557028394,126.6526043685
대구광역시 수성구 달구벌대로 2451  (범어동),1층 현관 로비,이태용,668-1600,35.8592564245,128.6306609482
강원도 영월군 영월읍 중앙로 59 영월의료원,장례식장 로비,안경희,01073399112,37.1866542080,128.4656924386
대전광역시 동구 새울로109번길 5  (용운동),민원실,최태림,010-6478-2068,36.3281235759,127.4615487671
"강원도 원주시 흥업면 남원로 150, 강릉원주대학교원주캠퍼스",과학기술대학1호관(W12)1층입구,박금숙,033-760-8097,37.3051734412,127.9221471251
경기도 양주시 평화로 1215 경기섬유종합지원센터 (산북동),경기섬유종합지원센터 지하1층,센터장,031-850-3623,37.7991094555,127.0451678354
대구광역시 달성군 현풍읍 비슬로134길 157,현풍읍행정복지센터,김수진,053-668-5692,35.6972523474,128.4475725628
경기도 시흥시 서해안로 900  (월곶동),월곶에코피아 물놀이장(의무실 내),김승환,031-8084-0165,37.3964083906,126.7509811984
대구광역시 달성군 다사읍 서재로7길 55 서동초등학교,본관 2층 중앙현관,김경민,053-233-5736,35.8718655564,128.4884313611
강원도 영월군 영월읍 하송로 64 종합민원실,영월군청 종합민원실 건강증진실,신경자,033-370-2243,37.1836211871,128.4617826846
경기도 화성시 장안면 조암동로 8-5,본관 1층 현관입구,유자연,010-2021-6521,37.0855891640,126.8240054455
인천광역시 강화군 강화읍 북문길42번길 5 국립강화문화재연구소,국립문화재연구소 1층 로비,손영찬,,37.7509347286,126.4860351547
서울특별시 서초구 방배천로 48 5층 복도 (방배동),복지관 5층 복도,방이정,010-8676-3394,37.4807665275,126.98278765
울산광역시 동구 해수욕장10길 7  (일산동),일산해수욕장행정봉사실내,박창균,052-209-3353,35.4957703714,129.4306159882
광주광역시 남구 광복마을4길 40  (진월동),진월초등학교강당,현성자,062-670-3119,35.1208518692,126.8933231125
서울특별시 용산구 서빙고로 137 국립중앙박물관 (용산동6가),교육관 제3강의실 앞,이금석,02-2077-9682,37.5247023260,126.9777411515
서울특별시 송파구 삼학사로 53 석촌고분역 (삼전동),석촌고분역 고객안전실 옆,소진호,010-2880-2146,37.5020172740,127.0966173126
"경기도 성남시 분당구 양현로 146, 이매초등학교 (이매동)",보건실 츨입문 좌측 1미터,박은미,0317802473,37.3970628672,127.1261142341
전라남도 영암군 영암읍 오리정길 39 영암군보건소,영암군보건소 민원실 옆,주유림,470-6527,34.7951134538,126.7038691093
"경기도 화성시 동탄대로4길 17 경비실 정문 (장지동, 금호어울림레이크)",금호어울림레이크아파트 경비실 정문,정진해,010-9477-6963,37.1631668375,127.1076264228
제주특별자치도 제주시 화삼북로 110  (도련일동),중앙현관,이나리,010-9052-3638,33.5166744147,126.5844703569
경기도 용인시 수지구 문정로 20 3층(농협건물) (풍덕천동),치매안심센터 안내데스크,서홍숙,010-6348-0096,37.3227651395,127.0963422284
서울특별시 노원구 중계로 106 불암도서관 (중계동),1층 로비 중앙,박가현,010-3281-3550,37.6452932981,127.0825437232
경기도 양주시 옥정동로 104,관리사무소 입구,안전관리자,031-868-7688,37.8159307663,127.1000504759
대전광역시 서구 둔산대로 169 1층 고객센터 앞 (만년동),엑스포시민광장 1층 고객센터 앞,김환산,042-250-1400(1402),36.3663260939,127.3880436519
"대구광역시 북구 내곡로 70  (사수동, 대구금호스타힐스엔에이치에프6단지)",정문 경비실 내,송성은,01058117979,35.9012175197,128.5124086844
대구광역시 달성군 다사읍 대실역북로3길 6 대구매곡초등학교,본관 1층 현관 엘리베이터 옆,유선아,053-235-1920,35.8622496372,128.4681208285
서울특별시 강동구 천호대로 지하 1097  (천호동),지하3층 대합실,최종호,02-6311-5480,37.5355202362,127.1335316182
"경기도 시흥시 복지로 15 관리사무소 (신천동, 시흥5차푸르지오)",101동 1층 로비,김광섭,031-312-8243,37.4414098062,126.7872847917
