주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도
"경상남도 창원시 성산구 마디미로 2 (상남동, 미도빌딩)",G,0,롯데메디컬 부근,인제한의원,055-287-2554,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.223970984653164,128.68561323535877

경상남도 창원시 성산구 원이대로 654  (상남동),G,0,은아아파트 부근,일맥한의원,055-282-7975,,2000,1000,1900,1000,2000,1430,1900,1000,2000,1000,1400,1000,,,,,35.22436630813995,128.6849229034051

경상남도 창원시 의창구 신월로 25 (신월동),G,0,한국전력,자연한의원,055-263-7975,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1500,0900,35.229597027265605,128.69138378436554

"경상남도 창원시 성산구 원이대로 654, 4층층 402,403,404호 (상남동, 세인프라자)",G,0,,자윤한의원창원점,055-716-1075,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1600,1000,1600,1000,1600,1000,35.22437878766219,128.68490165629652

"경상남도 창원시 성산구 용지로 83 (중앙동, SKY서비스센터)",G,0,삼일상가,자향한의원,055-283-1075,,1930,0930,2100,0930,1930,0930,1930,0930,2100,0930,1400,0930,,,,,35.2234719534336,128.67647897969823

"경상남도 창원시 성산구 원이대로682번길 10 (상남동, 하버드)",G,0,시민생활체육관 건너 편,자혜한의원,055-262-2125,,1800,1300,1800,1300,1800,1300,1800,1300,1800,1300,,,,,,,35.22231990164659,128.68674809502923

경상남도 창원시 의창구 동읍 용잠로 42-18 ,G,0,덕산역 부근,장생한의원,055-291-7771,,1900,0900,1900,0900,1900,0900,1300,0900,1900,0900,1300,0900,,,,,35.27943283199253,128.68795821007964

"경상남도 창원시 의창구 읍성로 67, (소답동)",G,0,/안경이야기,장수한의원,055-296-3388,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1500,0900,35.265099999999997,128.625372222222211

"경상남도 창원시 성산구 토월로 86 (상남동, 1층)",G,0,,정겨운 한의원,055-287-6770,,2100,0930,1900,0930,2100,0930,1900,0930,1900,0930,1700,0930,,,1800,1400,35.21872369673271,128.68395855117575

경상남도 창원시 성산구 대정로 135,G,0,대방초등학교 건너편,정성한의원,055-282-1712,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,1400,0900,35.21227237702219,128.70729856320247

경상남도 창원시 의창구 팔용로 438,G,0,팔용동 동사무소,제가한의원,055-292-2878,,1900,1000,1900,1000,1900,1400,1900,1000,1900,1000,1400,1000,,,,,35.2552227732829,128.61326220201008

경상남도 창원시 의창구 소계로84번길 4 (소계동),G,0,경남은행,제민한의원,055-255-3088,,1900,0910,1900,0910,1900,0910,1900,0910,1900,0910,1600,0910,,,1900,0910,35.2568240697,128.5998197737

"경상남도 창원시 의창구 원이대로189번길 34 (명서동, 남천상가)",G,0,명서시장,제생당한의원,055-288-4620,,1900,0930,1900,0930,1900,0930,1300,0930,1900,0930,1600,0930,,,,,35.248959920616315,128.64591284597102

"경상남도 창원시 의창구 반계로 105 (팔용동, 대동중앙아파트)",G,0,대동중앙아파트 상가 2층,제일한의원,055-297-2500,,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1400,0900,1200,0900,1200,0900,35.25456191297521,128.6165935400888

"경상남도 창원시 의창구 읍성로33번길 2-1, 1층 (북동)",G,0,소답시장,진산한의원,055-299-6922,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,35.265186111111113,128.621572222222227

"경상남도 창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",G,0,농협하나로마트 근처,진웅한의원,055-267-2660,,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1700,0930,,,,,35.207958333333330,128.707474999999988

"경상남도 창원시 성산구 단정로 22, 더센텀 3층 304호 (상남동)",G,0,,차앤차올바로미래솔한의원,055-287-2766,,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,1500,0930,,,,,35.2198590929,128.6827699238

"경상남도 창원시 의창구 서상로 71 (서상동, 세경빌딩)",G,0,우체국,참경희한의원,055-292-0534,,1900,0900,2000,0900,1900,0900,2000,0900,1900,0900,1400,0900,,,,,35.264797222222221,128.620183333333330

경상남도 창원시 성산구 가음로 82 (가음동),G,0,고운메디컬에서 가음동으로 이전함.,참조은한의원,055-284-2747,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.20596688877795,128.7027306521843

경상남도 창원시 의창구 원이대로 283,G,0,명곡로타리,창덕한의원,055-238-2388,,1900,1000,1900,1000,1900,1000,1900,1430,1900,1000,1300,1000,,,,,35.242787107348626,128.6508934120588

"경상남도 창원시 성산구 상남로 89 (상남동, 화신상가 1-1,1-2,1-3,1-14,1-17,1-22,1-23호)",G,0,국민은행 부근,창원한의원,055-267-4851,,1900,0930,1900,0930,1900,0930,,,1900,0930,1500,0930,,,1500,0930,35.221886564992474,128.6807423001103

"경상남도 창원시 성산구 삼정자로43번길 8, 4층 (성주동, 성주빌딩)",G,0,,청담한의원,055-287-0760,,1900,0930,2100,0930,2000,0930,1900,0930,2100,0930,1400,0930,,,,,35.19825265643448,128.71071951378724

"경상남도 창원시 성산구 용지로 95 (중앙동, 1층)",G,0,한서병원 부근,청산한의원,055-275-7508,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,1300,0930,35.2243838467,128.6772709141

경상남도 창원시 의창구 용지로239번길 16 (용호동),G,0,롯데아파트,청정한의원,055-286-7975,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1430,0900,,,,,35.235994444444444,128.685286111111111

"경상남도 창원시 의창구 의안로2번길 37, 에은빌딩 4층 (소답동)",G,0,,코비한의원,055-287-7585,,1900,0900,2000,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.261663285,128.6278155141

경상남도 창원시 의창구 신사로 69-1 (신월동),G,0,주공아파트 후문,코스비한의원,055-286-8888,,2100,0900,1900,0900,1900,0900,1900,0900,2100,0900,1700,0930,,,,,35.22393087843353,128.69271648537406

"경상남도 창원시 성산구 중앙대로100번길 14, 2층 211,212호 (상남동, 스타타워즈오피스텔)",G,0,,코호한의원,055-286-7588,,2030,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,35.222384024,128.6811043914

경상남도 창원시 성산구 가양로124번길 17-13,G,0,대방프라자 상가 부근 대암빌딩,쾌통한의원,055-286-1075,,2000,1000,2000,1000,2000,1400,2000,1000,2000,1000,1400,0930,,,1400,0930,35.20815112585419,128.70813031483283

경상남도 창원시 성산구 원이대로 672,G,0,,토월한의원,055-267-8575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1600,0900,35.223383428643146,128.68664663646177

"경상남도 창원시 성산구 마디미서로 26, 402호(상남동,한독빌딩)",G,0,상남동 하이마트옆,튼튼꾸러기한의원,055-266-5759,,1830,1000,1830,1000,1830,1000,,,1830,1000,1700,1000,1600,1000,1600,1000,35.224769444444448,128.684161111111109

"경상남도 창원시 성산구 용지로133번길 5 (중앙동, 키다리빌딩)",G,0,,튼튼마디한의원,055-275-0707,,1830,0930,1830,0930,1830,0930,,,2000,0930,1400,0930,,,,,35.22685742065421,128.67902013016413

"경상남도 창원시 성산구 상남로 107, 상남 큐비 메종드테라스 201,202호 (상남동)",G,0,,폴리한의원,055-283-1300,,1830,1000,1830,1000,2000,1400,1830,1000,1830,1000,1600,0900,,,,,35.2231099948,128.6817827175

"경상남도 창원시 성산구 마디미동로 25, 6층 601호 (상남동, 비전빌딩)",G,0,,프리허그한의원,055-285-8269,,2100,1000,1900,1000,,,2100,1000,1900,1000,1700,1000,,,,,35.22117581503077,128.68581066936966

"경상남도 창원시 성산구 원이대로 668 (상남동, 2층)",G,0,세광병원 부근,하늘마음한의원,055-287-7975,,1800,1000,2100,1000,,,2100,1000,1800,1000,1700,1000,,,,,35.223606012073546,128.68629146192268

"경상남도 창원시 성산구 단정로 13 (상남동, 에이스타워 2층)",G,0,,하늘체한의원,055-274-7581,,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,1600,1000,,,,,35.220708863797355,128.68232181961676

"경상남도 창원시 성산구 단정로 14 (상남동, 쌍둥이빌딩)",G,0,고인돌 사거리,함소아한의원,055-274-1075,,1800,1000,1800,1000,2000,1400,1800,1000,1800,1000,1800,1000,,,1700,1000,35.220291820403425,128.68214152044834

"경상남도 창원시 의창구 소계로 83-5 (소계동, 해맑은한의원)",G,0,소계시장,해맑은한의원,055-299-9979,,1830,0900,1700,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.25647231044608,128.59923210661287

"경상남도 창원시 의창구 도계로 57 (도계동, 중앙빌딩 2층 204호)",G,0,도계초등학교,해밀한의원,055-288-3075,,2000,0930,1900,0930,1900,0930,2000,0930,1900,0930,1400,0930,,,,,35.25949581756108,128.63776650588662

"경상남도 창원시 성산구 마디미로21번길 17, 7층 701호 (상남동, 상남동피아노빌딩)",G,0,,해율한의원,055-715-1638,,2100,1200,2100,1200,2100,1200,2100,1200,2100,1200,1500,1000,,,,,35.22168547387844,128.68622975788043

제주특별자치도 제주시 관덕로 64 (일도일동),G,0,,인수한의원,064-752-3456,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,33.512894321,126.5260360789

"경상남도 거창군 거창읍 중앙로 157, 2층",G,0,거창대동우체국 사거리 부근,광보한의원,055-943-9155,,1800,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,35.68750370038904,127.91614436880002

"경기도 파주시 와석순환로 66, 한솔프라자 203,204호 (야당동)",G,0,근린생활시설 NG-7 한솔프라자 2층 204호,운정부부한의원,031-944-9131,,1900,0930,2000,0930,2000,0930,,,1900,0930,1400,0930,,,,,37.710320551613165,126.7517581188644

경기도 파주시 청암로17번길 53 (목동동),G,0,,운정세움한의원,031-943-5675,,1830,0930,2030,0930,1830,0930,2030,0930,1830,0930,1400,0930,,,,,37.72838669576656,126.73524434363506

"경기도 파주시 미래로 610, 301호 (와동동, 운정메디칼프라자 )",G,0,가람2단지 상가. 1층에 홈플러스 있음,운정한의원,031-945-7588,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,37.73166923909194,126.751445405034

경기도 파주시 문산읍 문향로49번길 20 101호 (로얄빌딩),G,0,,원광한의원,031-953-6745,,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,,,,,,,37.8564945748187,126.78429998235383

"경기도 파주시 교하로 87, 삼성프라자 301호 (목동동)",G,0,,유태원한의원,031-946-5353,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,1500,0930,,,37.7276343472,126.7339274077

"경기도 파주시 문산읍 문향로 73-9, 2층 (신성빌딩)",G,0,,장한의원,031-954-3374,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400,1000,,,,,37.85837019791611,126.78520354848612

"경기도 파주시 금빛로 24-27, 303층 (금촌동, 제일메디컬)",G,0,,제일경희한의원,031-957-7075,,1900,1000,1900,1000,1900,1000,2030,1000,1900,1000,1600,1000,1300,1000,1300,1000,37.75195573824537,126.76839023104533

"경기도 파주시 와석순환로 431, 신운정프라자 301호 (와동동)",G,0,,지산한의원,031-948-7095,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.723672384409156,126.75321082151686

"경기도 파주시 하우고개길 158, 가온프라자 201호 (야당동)",G,0,,채영한의원,031-941-0933,,1800,1000,1800,1000,,,1800,1000,1800,1000,1400,1000,,,,,37.7116240636593,126.76711858526896

"경기도 파주시 산남로 5-96, 1.2층일부,3층 (산남동)",G,0,,채움생한의원,031-943-1079,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1700,0900,,,,,37.708389209879556,126.68953686681814

"경기도 파주시 적성면 청송로 1026-1, 풍년프라자 403호",G,0,,천일한의원,031-958-7774,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1500,0830,,,,,37.954244810677196,126.91928487647468

"경기도 파주시 와석순환로 135, 신한프라자 602호 (동패동)",G,0,,청담경희한의원,031-945-3075,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.71203847375264,126.74448048649556

"경기도 파주시 후곡로 21, 파워프라자 202호 (금촌동)",G,0,,최경섭한의원,031-942-0093,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1600,0900,37.75541168350325,126.77387628565614

경기도 파주시 문산읍 칠정말길 59 ,G,0,,칠정한의원,031-952-3523,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.86559787981651,126.81812552341476

"경기도 파주시 와석순환로 133, 202호 (동패동, 형성프라자)",G,0,,파주아이누리한의원,031-942-7512,,1800,1000,1800,1000,,,1800,1000,1800,1000,1600,1000,1400,1000,1400,1000,37.71213358796513,126.7451334069695

경기도 파주시 법원읍 술이홀로 873,G,0,,파주의료소비자생활협동조합우리한의원,031-958-8080,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.8492649437,126.8726309391

"경기도 파주시 금정로 68, 2층 (금촌동)",G,0,,파주제일한의원,031-8035-6696,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.7608953097,126.7740638462

경기도 파주시 파주읍 파발로 4,G,0,,파주하나한의원,031-953-7513,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.832366617688926,126.8177809795364

"경기도 파주시 조리읍 통일로 317, 4층 (봉일천타워)",G,0,,파주한의원,031-957-5747,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,37.74374199708045,126.8089735303017

"경기도 파주시 송화로 11, 팜스프링아파트 308호 (아동동)",G,0,,팜스경희한의원,031-947-3557,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.77184244385302,126.7771521204055

"경기도 파주시 중앙로 271 (금촌동, 광장빌딩)",G,0,,풍성한의원,031-946-2275,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.76012261432297,126.77705134298458

"경기도 파주시 미래로408번길 22, 운정프라자 302호 (야당동)",G,0,,한빛한의원,031-945-7433,,1900,0930,,,,,,,,,1500,0900,,,,,37.714063871821885,126.747835119138

"경기도 파주시 미래로 369-13, 603호 (동패동, 한울프라자)",G,0,,함소아한의원,031-941-1065,,1800,1000,1800,1000,,,1800,1000,1800,1000,1530,0900,,,1430,0900,37.71107079259221,126.74529582010795

"경기도 파주시 금빛로 24-28 305호 (금촌동, 우성메디피아)",G,0,금릉 로데오 파리바게트 건물 3층,해담한의원,031-957-1075,,2100,0900,2100,0900,2100,0900,,,2100,0900,1700,0900,1700,0900,1700,0900,37.751654580261324,126.76827313849851

"경기도 파주시 와석순환로 125, 401호 (동패동, 현대프라자)",G,0,,행복한경희한의원,031-8071-1075,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0900,,,,,37.71210994625484,126.74584518646373

전라북도 정읍시 중앙로 145-7 (수성동),G,0,원예농협 앞,맑은샘한의원,063-531-7585,,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,,,,,35.565933333333334,126.854749999999996

"인천광역시 서구 승학로 577, 301호 (검암동, 장은프라자)",G,0,,두일한의원,032-568-2175,,1800,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300,0930,,,,,37.567397667744864,126.68323191883092

"대구광역시 서구 달구벌대로 1805, 2층 (내당동)",G,0,,대구한의원,053-716-2772,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,35.85981233676282,128.56218545687233

경기도 광주시 오포읍 신현로 47-1,G,0,,경희조은한의원,031-711-7582,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.3608167101,127.1519731409

"경기도 과천시 별양상가1로 35 (별양동, 상아빌딩 401호)",G,0,,경희미소한의원,02-507-8275,,1830,0930,1830,0930,1830,0930,,,1830,0930,1500,0930,,,,,37.42854487983028,126.99356004363643

"경기도 과천시 장군마을길 42, 1층 (주암동)",G,0,,경희장수한의원,02-858-7533,,2100,0900,1900,0900,1400,0900,2100,0900,1900,0900,1700,1200,,,,,37.46253037099048,127.03283839443038

"경기도 과천시 별양로 182-2 (부림동, 시대빌딩 301호)",G,0,,과천경희한의원,02-3679-2500,,1900,0930,1900,0930,1900,0930,1600,0930,1900,0930,1600,0900,,,,,37.43411332327386,126.99812437943666

"경기도 과천시 중앙로 137 (중앙동, 가보자빌딩 203호)",G,0,,과천시민한의원,02-504-1175,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.42880426867336,126.99173872418362

"경기도 과천시 별양상가1로 38 (별양동, 백두상가 205호)",G,0,백두상가 205호,과천한의원,02-503-0603,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700,0930,,,,,37.42815925371533,126.99356005632268

"경기도 과천시 별양상가1로 31 (별양동, 제일상가 113호)",G,0,,김준현한의원,031-503-2630,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400,1000,,,,,37.42870344672869,126.99318038922736

"경기도 과천시 별양상가1로 37 (별양동, 신라상가 301호~303호)",G,0,신라상가 301호~303호,두리한의원,02-503-2256,,1830,1000,1830,1400,1830,1000,1830,1000,1830,1400,1430,1000,,,,,37.42841875872901,126.99378599780951

"경기도 과천시 중앙로 131, 4층 406-411호 (중앙동, 현대빌딩)",G,0,,명문한의원,02-5557-7834,,1830,1130,1830,1130,1830,1130,1830,1130,1830,1130,1430,1030,,,,,37.4283717547,126.99137723

"경기도 과천시 별양로 28 (원문동, 래미안슈르 4상가 B동 2045호)",G,0,,물결한의원,02-3679-1075,,1800,0900,1800,0900,1800,0900,1400,0900,1800,0900,1400,0900,,,,,37.42118360201314,126.99144466774003

"경기도 과천시 별양로 28, B동 3층 3047호~3053호 (원문동, 래미안 슈르상가)",G,0,래미안 슈르상가 B동  2047호~2053호,본디올경희한의원,02-504-1075,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0900,,,,,37.42133859266451,126.99164347474996
