이름,주소,전화번호,경도,위도
수원광교박물관,"경기 수원시 영통구 광교로 182 (이의동, 수원광교박물관)",T.031-228-4224,127.05137,37.296401
이마트광교점,경기 수원시 영통구 광교로 191 (이의동),T.031-328-9152,127.046642,37.301215
광교호수공원,"경기 수원시 영통구 광교호수로 57 (하동, 광교호수공원시설 다목적체험장)",T.070-8800-2460,127.0654033,37.27494634
광교역신분당선,경기 수원시 영통구 대학로 55 (이의동),T.031-8018-7830,127.0431229,37.30204958
광교홍재도서관,경기 수원시 영통구 대학로 88 (이의동),T.031-228-4801,127.0474428,37.30293601
망포역,"경기 수원시 영통구 덕영대로 지하 1520 (영통동, 망포역)",T.031-203-7720,127.0573362,37.24568417
롯데아울렛,경기 수원시 영통구 도청로 10,T.031-8064-2540,127.055948,37.28661466
광교중앙역신분당선,경기 수원시 영통구 도청로 지하 45 (이의동),T.031-898-7820,127.0518988,37.28825913
바른샘도서관,"경기 수원시 영통구 매봉로 10 (매탄동, 바른샘도서관)",T.031-216-9373,127.0523691,37.26885509
청명역,"경기 수원시 영통구 봉영로 지하 1670 (영통동, 청명역)",T.031-203-5250,127.0789819,37.25950609
홈플러스 영통점,"경기 수원시 영통구 봉영로 1576 (영통동, 영통홈플러스)",T.010-4009-0675,127.0726022,37.25181568
롯데마트 영통점,"경기 수원시 영통구 봉영로 1579 (영통동, 롯데마트 영통점)",T.031-290-4023,127.0716638,37.25274298
영통역,"경기 수원시 영통구 봉영로 지하 1560 (영통동, 영통역)",T.031-203-1165,127.0712969,37.25144707
동부육아종합지원센터,"경기 수원시 영통구 봉영로1759번길 29 (영통동, 수원시동부육아종합지원센터)",T.031-273-3325,127.0805691,37.26662933
영통구보건소,경기 수원시 영통구 영통로 396,T.031-228-8899,127.0697099,37.25688124
홈플러스 원천점,"경기 수원시 영통구 중부대로 437 (원천동, 홈플러스테스코주식회사)",T.031-252-2080,127.0636134,37.27006546
수원박물관,"경기 수원시 영통구 창룡대로 265 (이의동, 수원박물관)",T.031-228-4162,127.035606,37.297762
수원 KT 위즈파크 5층,"경기 수원시 장안구 경수대로 893 (조원동, 수원종합운동장(야구장))",T.010-7393-7517,127.0095861,37.30037164
홈플러스북수원점,"경기 수원시 장안구 경수대로 930 (조원동, 삼성홈플러스)",T.031-259-8120,127.0088089,37.30276728
롯데마트천천점,"경기 수원시 장안구 만석로19번길 25-10 (천천동, 롯데마트)",T.031-240-2521,126.982401,37.29612869
성균관대학교역 ,"경기 수원시 장안구 서부로 2149 (율전동, 성대역사)",T.031-278-7437,126.9717314,37.30031581
장안구민회관,"경기 수원시 장안구 송원로 101 (조원동, 장안구민회관)",T.031-240-3025,127.0099968,37.3030438
슬기샘도서관,경기 수원시 장안구 송정로 9,T.031-247-7656,126.9991139,37.29757855
수원시육아종합지원센터 아이러브맘카페,경기 수원시 장안구 송정로24번길 47,T.031-241-5681,127.0012691,37.294781
대추골도서관,경기 수원시 장안구 수일로 164 (조원동),T.031-228-4818,127.0080956,37.30660874
수원시환경성질환아토피센터,경기 수원시 장안구 수일로233번길 144,T.031-247-2900,127.021528,37.30730605
SK아트리움아이러브맘카페,"경기 수원시 장안구 이목로 24-25 (정자동, 수원SK아트리움 화장실)",T.031-268-0202,126.986401,37.30957678
일월도서관,"경기 수원시 장안구 일월천로 77 (천천동, 일월도서관)",T.031-228-3656,126.976878,37.286709
화장실문화전시관 해우재,경기 수원시 장안구 장안로458번길 9,T.070-4271-5688,126.9780498,37.31923689
파장동행정복지센터 아이러브맘카페,"경기 수원시 장안구 파장천로 60 (파장동, 파장동 주민자치센터)",T.031-246-1600,126.9974206,37.31031816
인구보건복지협회 경기지회 가족보건의원,"경기 수원시 팔달구 고화로14번길 11 (매산로3가, 모자보건센타)",T.031-256-4645,127.008309,37.27109937
국민건강보험공단수원동부지사,"경기 수원시 팔달구 권광로 178 (인계동, 한국교직원공제회 경기회관)",T.031-230-9115,127.0333179,37.26316016
AK플라자수원점,"경기 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",T.031-240-1514,126.9988579,37.26653024
수원시가족여성회관아이러브맘카페,"경기 수원시 팔달구 매산로 119 (교동, 가족여성회관)",T.031-259-9856,127.0135857,37.27173186
수원역(분당선),"경기 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",T.031-2532-7738,126.9988579,37.26653024
행궁아해꿈누리아이러브맘카페,"경기 수원시 팔달구 신풍로23번길 32 (신풍동, 행궁 아해 꿈 누리)",T.031-241-4904,127.0132476,37.28384517
뉴코아아울렛동수원점,"경기 수원시 팔달구 인계로 154 (인계동, 동수원뉴코아아울렛)",T.031-231-6501,127.0343156,37.26630662
수원시립아이파크미술관,경기 수원시 팔달구 정조로 833 (신풍동),T.031-228-3667,127.0158248,37.28270539
2001아울렛남문점,"경기 수원시 팔달구 중부대로34번길 15 (인계동, 2001아울렛)",T.031-230-7022,127.0211636,37.27443989
수원화성박물관,"경기 수원시 팔달구 창룡대로 21 (매향동, 수원화성박물관)",T.031-228-4213,127.0189848,37.28259208
팔달구보건소,"경기 수원시 팔달구 팔달산로 6 (교동, 팔달구 보건소)",T.031-228-7734,127.0125171,37.27149869
화서다산도서관,경기 수원시 팔달구 화양로68번길 7-35 (화서동),T.031-228-3544,126.997431,37.28564604
경기도청,"경기 수원시 팔달구 효원로 1 (매산로3가, 경기도청)",T.031-8008-2991,127.0087075,37.27498377
수원시청,"경기 수원시 팔달구 효원로 241 (인계동, 수원시청)",T.031-228-3131,127.028836,37.26389174
홈플러스 동수원점,"경기 수원시 팔달구 효원로 257 (인계동, 홈플러스동수원점)",T.031-231-8128,127.0301301,37.2627577
갤러리아 수원점,"경기 수원시 팔달구 효원로 282 (인계동, 갤러리아백화점)",T.010-3615-5471,127.0322746,37.26065467
롯데마트시화점,"경기 시흥시 마유로238번길 26 (정왕동, 롯데마트시화점)",T.031-496-7709,126.72975,37.33779133
매화동행정복지센터,경기 시흥시 매화로 20 (매화동),T.031-310-4429,126.8155366,37.4175355
롯데마트시흥점,"경기 시흥시 비둘기공원로 28 (대야동, 롯데마트 시흥점)",T.031-599-2816,126.7919601,37.44303914
연성동행정복지센터,경기 시흥시 새재로 32 (장현동),T.031-310-4691,126.8036621,37.38160303
롯데마트시흥배곧점,"경기 시흥시 서울대학로278번길 67 (정왕동, 시흥배곧 롯데마트)",T.031-299-2420,126.7313401,37.36889542
시흥하늘휴게소,경기 시흥시 서울외곽순환고속도로 105-1 (조남동),T.031-481-9764,126.8557304,37.38526261
시흥프리미엄아울렛 ,"경기 시흥시 서해안로 699 (정왕동, 시흥 프리미엄 아울렛)",T.031-8072-3006,126.7369856,37.37967624
달월역,"경기 시흥시 서해안로736번길 55 (월곶동, 달월역)",T.031-8077-5617,126.7457714,37.37985879
옥구공원,"경기 시흥시 서해안로 277 (정왕동, 론볼 경기장 운영센터)",T.031-310-3862,126.7115542,37.3534115
월곶역,"경기 시흥시 월곶중앙로14번길 56 (월곶동, 월곶역)",T.031-8077-5511,126.7427087,37.39181491
이마트시화점,"경기 시흥시 정왕대로 210 (정왕동, E MART시화점)",T.031-496-4081,126.7368713,37.34594187
정왕보건지소,"경기 시흥시 정왕대로233번길 19 (정왕동, 정왕보건소)",T.031-310-5941,126.7401524,37.34672014
정왕4동행정복지센터,"경기 시흥시 함송로29번길 23 (정왕동, 정왕4동 주민센터)",T.031-310-4644,126.7322534,37.3655032
시흥시보건소,"경기 시흥시 호현로 55 (대야동, 시흥시보건소대야종합사회복지관)",T.031-310-5838,126.7852979,37.44558711
홈플러스시화점,"경기 시흥시 희망공원로 269 (정왕동, 홈플러스시화점)",T.031-310-8114,126.7251734,37.34524947
롯데백화점안산점,"경기 안산시 단원구 고잔1길 12 (고잔동, 롯데백화점)",T.031-412-1077,126.8345005,37.31800284
안산미디어라이브러리,"경기 안산시 단원구 광덕1로 198 (고잔동, 안산미디어라이브러리)",T.031-481-3890,126.8311701,37.30721483
NC고잔점,"경기 안산시 단원구 광덕대로 194 (고잔동, 2001아울렛)",T.010-4225-5400,126.831016,37.31345935
뉴코아아울렛안산점,"경기 안산시 단원구 당곡로 20 (고잔동, 2001아울렛)",T.010-3474-6869,126.833798,37.3187966
홈플러스선부점,"경기 안산시 단원구 삼일로 316 (선부동, 홈플러스)",T.031-400-8020,126.8125792,37.33377553
안산중앙도서관,"경기 안산시 단원구 안산천남로 14 (고잔동, 중앙도서관)",T.031-481-2705,126.8213616,37.30450326
이마트고잔점,"경기 안산시 단원구 원포공원1로 46 (초지동, 이마트)",T.010-9944-6805,126.8129205,37.30311492
이마트트레이더스안산점,"경기 안산시 단원구 중앙대로 397 (신길동, 이마트트레이더스 신길점)",T.031-363-1272,126.785004,37.33117956
단원구청,경기 안산시 단원구 화랑로 250 (초지동),T.031-481-6123,126.8152633,37.32106818
안산문화예술의전당,"경기 안산시 단원구 화랑로 312 (고잔동, 안산문화예술의전당)",T.031-481-4027,126.8228695,37.31998856
안산시다문화가족지원센터,"경기 안산시 단원구 화정로 26 (초지동, 안산글로벌다문화센터)",T.031-599-1710,126.8153911,37.33117001
단원어린이도서관,"경기 안산시 단원구 화정로 30 (초지동, 단원어린이도서관)",T.031-481-2680,126.8160746,37.33110402
국민건강보험공단안산지사,경기 안산시 상록구 삼일로 646 (성포동),T.031-412-2013,126.8479581,37.32741261
안산동산교회,"경기 안산시 상록구 석호공원로 8 (사동, 안산동산교회복지문화센터)",T.031-481-5509,126.8438661,37.30148886
꿈의교회,"경기 안산시 상록구 용신로 131 (사동, 꿈의교회)",T.031-407-9191,126.8371445,37.3036733
안산시상록수보건소,"경기 안산시 상록구 차돌배기로1길 5 (사동, 상록수보건소)",T.031-481-5978,126.8450636,37.30026402
홈플러스안산점3층,"경기 안산시 상록구 충장로 432 (성포동, 홈플러스 안산점)",T.031-412-8088,126.8506095,37.31705233
안산점롯데마트,"경기 안산시 상록구 항가울로 422 (성포동, 롯데마트)",T.031-412-8811,126.8466533,37.31809535
안성시보건소,"경기 안성시 강변로74번길 18 (도기동, 안성시보건소)",T.031-678-5912,127.2698169,37.0001939
안성시시립공도도서관,"경기 안성시 공도읍 공도5로 26 (만정리, 공도도서관)",T.031-678-3223,127.1726993,37.00336318
안성 공도 건강생활지원센터,"경기 안성시 공도읍 공도로 51-11 (용두리, 공도 건강생활지원센터)",T.031-678-6803,127.1661072,36.99971879
안성팜랜드,"경기 안성시 공도읍 대신두길 28 (신두리, 안성팜랜드)",T.031-8053-7951,127.1926688,36.99242126
롯데마트 안성점,"경기 안성시 공도읍 서동대로 4478 (양기리, 롯데마트)",T.031-659-9201,127.1995171,37.00787477
안성시립진사도서관,"경기 안성시 공도읍 진사2길 70 (진사리, 진사공공도서관)",T.031-678-4093,127.1443228,36.99412518
건강보험공단 안성지사,"경기 안성시 대학로 12 (석정동, 국민건강보험공단안성지사)",T.031-8056-0213,127.2653745,37.00963347
남사당공연장 (안성맞춤랜드 내),"경기 안성시 보개면 남사당로 198-2 (복평리, 남사당 전용공연장)",T.031-678-2515,127.3100503,37.03181782
안성시시설관리공단,경기 안성시 보개면 종합운동장로 162 (양복리),T.031-673-2590,127.3278531,37.01319981
안성시청,"경기 안성시 시청길 25 (봉산동, 안성시청)",T.031-678-2273,127.2792117,37.00831011
안성 양성초등학교,"경기 안성시 양성면 옥단길 43 (동항리, 양성초등학교)",T.031-670-7800,127.1943383,37.06222145
이마트 안성점,"경기 안성시 중앙로 246 (석정동, 이마트안성점)",T.031-686-1052,127.2559241,37.01272321
안성맞춤아트홀,"경기 안성시 발화대길 21 (현수동, 안성맞춤아트홀)",T.031-678-2728,127.2790768,37.00126736
이마트안양점,경기 안양시 동안구 관악대로 104,T.010-3399-2496,126.9353448,37.3983744
안양비산도서관,"경기 안양시 동안구 관악대로 123 (비산동, 안양시립비산도서관)",T.031-8045-6231,126.9376484,37.39910647
중앙공원,"경기 안양시 동안구 관평로 149 (평촌동, 중앙공원관리사무실)",T.031-8045-5015,126.9612264,37.38991743
CGV 평촌,"경기 안양시 동안구 관평로170번길 33 (관양동, 평촌주공공이)",T.031-347-7578,126.9622593,37.39298346
국민건강보험공단안양지사,"경기 안양시 동안구 관평로 182 (관양동, 국민건강보험공단 안양지사)",T.031-479-9713,126.9607159,37.39297644
범계역,"경기 안양시 동안구 동안로 지하 130 (호계동, 범계역)",T.031-384-7788,126.9509843,37.38973512
안양시동안구청,"경기 안양시 동안구 동안로 158 (비산동, 동안구청)",T.031-8045-4239,126.9522529,37.39248234
홈플러스평촌점,경기 안양시 동안구 동안로 162,T.010-9055-6308,126.9504269,37.39326924
어린이도서관,경기 안양시 동안구 동안로 66,T.031-8045-6271,126.9545956,37.38498356
안양관양도서관,경기 안양시 동안구 동편로 124 (관양동),T.031-8045-6331,126.9681027,37.41098657
롯데백화점 평촌점,경기 안양시 동안구 시민대로 180,T.031-8086-0751,126.9504212,37.38998488
안양시청,"경기 안양시 동안구 시민대로 235 (관양동, 안양시청)",T.031-8045-2131,126.9575095,37.39366935
이마트평촌점,경기 안양시 동안구 시민대로 300,T.010-9863-0045,126.9631168,37.3949208
홈플러스안양점,경기 안양시 동안구 엘에스로 76,T.010-5578-3588,126.9538003,37.36964751
안양동안구보건소,"경기 안양시 동안구 평촌대로253번길 41 (비산동, 동안구보건소)",T.031-8045-4843,126.9520763,37.39298061
아이러브맘카페안양,"경기 안양시 만안구 안양로 138 (안양동, 아이러브 맘 카페)",T.031-469-1240,126.9317324,37.38685108
만안청소년수련관,"경기 안양시 만안구 냉천로31번길 33 (안양동, 만안청소년수련관)",T.031-470-4743,126.9268902,37.38291125
안양7동주민센터,"경기 안양시 만안구 덕천로 115 (안양동, 안양 7동 주민센터)",T.031-8045-3922,126.9211969,37.41568086
만안구보건소,"경기 안양시 만안구 문예로 48 (안양동, 만안구보건소)",T.031-8045-3172,126.9329459,37.38584954
안양아트센터,"경기 안양시 만안구 문예로36번길 16 (안양동, 안양아트센터)",T.031-687-0500,126.9316768,37.38515281
만안구청,"경기 안양시 만안구 안양로 128 (안양동, 만안구청)",T.031-8045-3178,126.9329611,37.38673187
2001알울렛안양점,"경기 안양시 만안구 안양로 275 (안양동, 2001아울렛)",T.031-463-8314,126.9226716,37.3967605
